"concert_type","concert_date","concert_title","concert_artist","repertoire_file","repertoire_title","repertoire_artist","repertoire_duration","download_link"
"PERFORMANCE","07 May 2011","A Richard Strauss evening with Christian Thielemann, Renée Fleming and Thomas Hampson","Berliner Philharmoniker | Christian Thielemann","1641-6","Interview Thomas Hampson on classical music in digital media (38 min.)","","00:38:22","https://world-vod.dchdns.net/hlss/dch/1641-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 May 2011","Claudio Abbado, Maurizio Pollini and Anna Prohaska","Berliner Philharmoniker | Claudio Abbado","1642-1","Wolfgang Amadeus Mozart “Vorrei spiegarvi, oh Dio” – “Ah conte, partite”, aria for soprano and orchestra, K. 418 (8 min.)","Anna Prohaska Soprano","00:08:17","https://world-vod.dchdns.net/hlss/dch/1642-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 May 2011","Claudio Abbado, Maurizio Pollini and Anna Prohaska","Berliner Philharmoniker | Claudio Abbado","1642-2","Wolfgang Amadeus Mozart Die Zauberflöte: “Ach, ich fühl’s, es ist verschwunden” (5 min.)","Anna Prohaska Soprano","00:05:03","https://world-vod.dchdns.net/hlss/dch/1642-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 May 2011","Claudio Abbado, Maurizio Pollini and Anna Prohaska","Berliner Philharmoniker | Claudio Abbado","1642-3","Alban Berg Lulu Suite (22 min.)","Anna Prohaska Soprano","00:22:43","https://world-vod.dchdns.net/hlss/dch/1642-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 May 2011","Claudio Abbado, Maurizio Pollini and Anna Prohaska","Berliner Philharmoniker | Claudio Abbado","1642-4","Wolfgang Amadeus Mozart Concerto for Piano and Orchestra No. 17 in G major, K. 453 (34 min.)","Maurizio Pollini Piano","00:34:15","https://world-vod.dchdns.net/hlss/dch/1642-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 May 2011","Claudio Abbado, Maurizio Pollini and Anna Prohaska","Berliner Philharmoniker | Claudio Abbado","1642-5","Gustav Mahler Symphony No. 10 (performing version by Deryck Cooke): Adagio (29 min.)","","00:29:20","https://world-vod.dchdns.net/hlss/dch/1642-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 May 2011","Claudio Abbado, Maurizio Pollini and Anna Prohaska","Berliner Philharmoniker | Claudio Abbado","1642-6","Interview Claudio Abbado, Maurizio Pollini and Anna Prohaska on old and new musical friendships (17 min.)","","00:17:55","https://world-vod.dchdns.net/hlss/dch/1642-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 May 2011","Yutaka Sado conducts Shostakovitch and Takemitsu","Berliner Philharmoniker | Yutaka Sado","1643-1","Tōru Takemitsu From me flows what you call time for five percussionsts and orchestra (38 min.)","Franz Schindlbeck drums, Simon Rössler percussion, Raphael Haeger percussion, Wieland Welzel percussion (Takemitsu), Jan Schlichte percussion","00:38:01","https://world-vod.dchdns.net/hlss/dch/1643-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 May 2011","Yutaka Sado conducts Shostakovitch and Takemitsu","Berliner Philharmoniker | Yutaka Sado","1643-2","Dmitri Shostakovich Symphony No. 5 in D minor, op. 47 (59 min.)","","00:59:47","https://world-vod.dchdns.net/hlss/dch/1643-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","22 May 2011","Yutaka Sado conducts Shostakovitch and Takemitsu","Berliner Philharmoniker | Yutaka Sado","1643-3","Interview Yutaka Sado on the fulfilment of his musical dream (16 min.)","","00:16:51","https://world-vod.dchdns.net/hlss/dch/1643-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 May 2011","Stanisław Skrowaczewski conducts Bruckner","Berliner Philharmoniker | Stanisław Skrowaczewski","1644-1","Karl Amadeus Hartmann Song Scene for baritone and orchestra on a text from Sodom and Gomorrah by Jean Giraudoux (30 min.)","Matthias Goerne Baritone","00:30:00","https://world-vod.dchdns.net/hlss/dch/1644-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 May 2011","Stanisław Skrowaczewski conducts Bruckner","Berliner Philharmoniker | Stanisław Skrowaczewski","1644-2","Anton Bruckner Symphony No. 3 in D minor (1889 version) (67 min.)","","01:07:50","https://world-vod.dchdns.net/hlss/dch/1644-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 May 2011","Stanisław Skrowaczewski conducts Bruckner","Berliner Philharmoniker | Stanisław Skrowaczewski","1644-3","Interview Stanisław Skrowaczewski – a life in music (20 min.)","","00:20:36","https://world-vod.dchdns.net/hlss/dch/1644-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Jun 2011","Simon Rattle conducts Mahler’s Sixth Symphony","Berliner Philharmoniker | Sir Simon Rattle","1645-1","Alban Berg Three Pieces for orchestra, op. 6 (22 min.)","","00:22:57","https://world-vod.dchdns.net/hlss/dch/1645-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Jun 2011","Simon Rattle conducts Mahler’s Sixth Symphony","Berliner Philharmoniker | Sir Simon Rattle","1645-2","Gustav Mahler Symphony No. 6 (90 min.)","","01:30:05","https://world-vod.dchdns.net/hlss/dch/1645-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Jun 2011","Simon Rattle conducts Mahler’s Sixth Symphony","Berliner Philharmoniker | Sir Simon Rattle","1645-3","Interview Sir Simon Rattle on the Berliner Philharmoniker’s 2011/2012 season (11 min.)","","00:11:52","https://world-vod.dchdns.net/hlss/dch/1645-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Jun 2011","Peter Eötvös conducts the premiere of his Cello Concerto Grosso","Berliner Philharmoniker | Peter Eötvös","1646-1","Modest Mussorgsky St. John’s Night on the Bare Mountain (13 min.)","","00:13:19","https://world-vod.dchdns.net/hlss/dch/1646-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Jun 2011","Peter Eötvös conducts the premiere of his Cello Concerto Grosso","Berliner Philharmoniker | Peter Eötvös","1646-2","Peter Eötvös Cello Concerto Grosso (première) (30 min.)","Miklós Perényi Cello","00:30:58","https://world-vod.dchdns.net/hlss/dch/1646-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Jun 2011","Peter Eötvös conducts the premiere of his Cello Concerto Grosso","Berliner Philharmoniker | Peter Eötvös","1646-3","Igor Stravinsky Four Russian Peasant Songs (6 min.)","Slovak Philharmonic Choir, Blanka Juhaňáková Chorus Master","00:06:46","https://world-vod.dchdns.net/hlss/dch/1646-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Jun 2011","Peter Eötvös conducts the premiere of his Cello Concerto Grosso","Berliner Philharmoniker | Peter Eötvös","1646-4","Modest Mussorgsky Boris Godunov: Coronation Scene · Death Scene (29 min.)","Ferruccio Furlanetto Bass, Slovak Philharmonic Choir, Blanka Juhaňáková Chorus Master","00:29:43","https://world-vod.dchdns.net/hlss/dch/1646-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Jun 2011","Peter Eötvös conducts the premiere of his Cello Concerto Grosso","Berliner Philharmoniker | Peter Eötvös","1646-5","Interview Peter Eötvös in conversation with Sarah Willis (20 min.)","","00:20:28","https://world-vod.dchdns.net/hlss/dch/1646-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Jun 2011","Emmanuelle Haïm conducts Handel and Rameau","Berliner Philharmoniker | Emmanuelle Haïm","1647-1","George Frideric Handel Concerto grosso in G major, HWV 319 (13 min.)","","00:13:08","https://world-vod.dchdns.net/hlss/dch/1647-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Jun 2011","Emmanuelle Haïm conducts Handel and Rameau","Berliner Philharmoniker | Emmanuelle Haïm","1647-2","George Frideric Handel Water Music, Suite No. 3 in G major, HWV 350 (12 min.)","","00:12:27","https://world-vod.dchdns.net/hlss/dch/1647-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Jun 2011","Emmanuelle Haïm conducts Handel and Rameau","Berliner Philharmoniker | Emmanuelle Haïm","1647-3","George Frideric Handel Water Music, Suite No. 1 in F major, HWV 348 (24 min.)","","00:24:20","https://world-vod.dchdns.net/hlss/dch/1647-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Jun 2011","Emmanuelle Haïm conducts Handel and Rameau","Berliner Philharmoniker | Emmanuelle Haïm","1647-4","Jean-Philippe Rameau Suite No. 1 from Stage Works (29 min.)","","00:29:30","https://world-vod.dchdns.net/hlss/dch/1647-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Jun 2011","Emmanuelle Haïm conducts Handel and Rameau","Berliner Philharmoniker | Emmanuelle Haïm","1647-5","Jean-Philippe Rameau Suite No. 2 from Stage Works (26 min.)","","00:26:34","https://world-vod.dchdns.net/hlss/dch/1647-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Jun 2011","Emmanuelle Haïm conducts Handel and Rameau","Berliner Philharmoniker | Emmanuelle Haïm","1647-6","Interview Emmanuelle Haïm in conversation with Catherine Milliken (12 min.)","","00:12:20","https://world-vod.dchdns.net/hlss/dch/1647-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Oct 2010","A Czech evening with Magdalena Kožená and Tomáš Netopil","Berliner Philharmoniker | Tomáš Netopil","1648-1","Bohuslav Martinů Three Fragments from the Opera Juliette (46 min.)","Magdalena Kožená Mezzo-Soprano (Julietta), Steve Davislim Tenor (Michel), Michèle Lagrange Soprano, Barbara Berg Sopran, Isabelle Voßkühler Soprano, Christina Seifert Mezzo-Soprano, Bettina Pieck Contralto, Fréderic Goncalves Bass Baritone, René Schirrer Bass","00:46:36","https://world-vod.dchdns.net/hlss/dch/1648-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Oct 2010","A Czech evening with Magdalena Kožená and Tomáš Netopil","Berliner Philharmoniker | Tomáš Netopil","1648-2","Antonín Dvořák Symphony No. 7 in D minor, op. 70 (44 min.)","","00:44:38","https://world-vod.dchdns.net/hlss/dch/1648-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Oct 2010","A Czech evening with Magdalena Kožená and Tomáš Netopil","Berliner Philharmoniker | Tomáš Netopil","1648-3","Interview Magdalena Kožená in conversation with Jonathan Kelly (18 min.)","","00:18:53","https://world-vod.dchdns.net/hlss/dch/1648-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 Mar 2011","Simon Rattle conducts “Salome”","Berliner Philharmoniker | Sir Simon Rattle","1654-1","Richard Strauss Salome (concert performance) (114 min.)","Stig Andersen Tenor (Herod), Hanna Schwarz Mezzo-Soprano (Herodias), Emily Magee Soprano (Salome), Iain Paterson Bass Baritone (Jochanaan), Pavol Breslik Tenor (Narraboth), Rinat Shaham Mezzo-Soprano (Page), Burkhard Ulrich Tenor (First Jew), Bernhard Berchtold Tenor (Second Jew), Timothy Robinson Tenor (Third Jew), Marcel Beekman Tenor (Fourth Jew), Richard Wiegold Bass (Fifth Jew), Reinhard Hagen Bass (First Nazarene), Andrè Schuen Bass Baritone (Second Nazarene, Cappadocian), Gábor Bretz Bass (First Soldier), Wilhelm Schwinghammer Bass (Second Soldier)","01:54:30","https://world-vod.dchdns.net/hlss/dch/1654-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Sep 2010","Boulez meets Stravinsky","Berliner Philharmoniker | Pierre Boulez","1658-1","Pierre Boulez ... explosante-fixe ... for flute with live-electronics, two flutes and ensemble (40 min.)","Emmanuel Pahud Flute, Marion Ralincourt Flute, Sophie Cherrier Flute, Members of IRCAM Paris Sound Direction","00:40:57","https://world-vod.dchdns.net/hlss/dch/1658-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Sep 2010","Boulez meets Stravinsky","Berliner Philharmoniker | Pierre Boulez","1658-2","Igor Stravinsky Le Rossignol (The Nightingale) (concert performance) (55 min.)","Barbara Hannigan Soprano (Nightingale), Stephanie Weiss Mezzo-Soprano (Cook), Julia Faylenbogen Mezzo-Soprano (Death), Edgaras Montvidas Tenor (Fisherman), Roman Trekel Baritone (Emperor of China), Georg Zeppenfeld Bass (Chamberlain), Peter Rose Bass (Bonze), Jan Remmers Tenor (Japanese Ambassador), Wolfram Tessmer Baritone (Japanese Ambassador), Rundfunkchor Berlin (Tenants), Simon Halsey Chorus Master","00:55:34","https://world-vod.dchdns.net/hlss/dch/1658-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Sep 2010","Boulez meets Stravinsky","Berliner Philharmoniker | Pierre Boulez","1658-3","Interview Pierre Boulez in conversation with Emmanuel Pahud (17 min.)","","00:17:33","https://world-vod.dchdns.net/hlss/dch/1658-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Dec 2010","Arcadi Volodos plays Tchaikovsky’s Piano Concerto No. 1","Berliner Philharmoniker | Neeme Järvi","1659-1","Nikolai Rimsky-Korsakov Mlada, Suite from the opera-ballet (19 min.)","","00:19:10","https://world-vod.dchdns.net/hlss/dch/1659-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Dec 2010","Arcadi Volodos plays Tchaikovsky’s Piano Concerto No. 1","Berliner Philharmoniker | Neeme Järvi","1659-2","Pyotr Ilyich Tchaikovsky Concerto for Piano and Orchestra No. 1 in B flat minor, op. 23 (43 min.)","Arcadi Volodos Piano","00:43:48","https://world-vod.dchdns.net/hlss/dch/1659-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Dec 2010","Arcadi Volodos plays Tchaikovsky’s Piano Concerto No. 1","Berliner Philharmoniker | Neeme Järvi","1659-3","Sergei Taneyev Symphony No. 4 in C minor, op. 12 (45 min.)","","00:45:56","https://world-vod.dchdns.net/hlss/dch/1659-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 Jun 2011","Vladimir Jurowski conducts Mahler and Stravinsky","Berliner Philharmoniker | Vladimir Jurowski","1660-1","Johann Sebastian Bach Chorale Variations on “Vom Himmel hoch da komm‘ ich her” (arr. for choir and orchestra by Igor Stravinsky) (13 min.)","Rundfunkchor Berlin, Simon Halsey Chorus Master","00:13:16","https://world-vod.dchdns.net/hlss/dch/1660-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 Jun 2011","Vladimir Jurowski conducts Mahler and Stravinsky","Berliner Philharmoniker | Vladimir Jurowski","1660-2","Igor Stravinsky Requiem Canticles for soloists, chorus and orchestra (22 min.)","Iris Vermillion Contralto, Markus Brück Baritone, Rundfunkchor Berlin, Simon Halsey Chorus Master","00:22:30","https://world-vod.dchdns.net/hlss/dch/1660-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 Jun 2011","Vladimir Jurowski conducts Mahler and Stravinsky","Berliner Philharmoniker | Vladimir Jurowski","1660-3","Gustav Mahler Das klagende Lied (69 min.)","Christine Schäfer Soprano, Iris Vermillion Contralto, Michael König Tenor, Markus Brück Baritone, Rundfunkchor Berlin, Simon Halsey Chorus Master","01:09:02","https://world-vod.dchdns.net/hlss/dch/1660-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","12 Jun 2011","Vladimir Jurowski conducts Mahler and Stravinsky","Berliner Philharmoniker | Vladimir Jurowski","1660-4","Interview Simon Halsey on Mahler, Bach, Stravinsky (16 min.)","","00:16:30","https://world-vod.dchdns.net/hlss/dch/1660-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","30 Jan 2011","Sir Simon Rattle and the Orchestra Academy perform Mahler’s “Das Lied von der Erde”","Karajan Academy | Sir Simon Rattle","1728-1","Hans Werner Henze Concerto for Violin and Orchestra No. 2 (38 min.)","Guy Braunstein Violin, Wolfram Tessmer Baritone","00:38:59","https://world-vod.dchdns.net/hlss/dch/1728-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","30 Jan 2011","Sir Simon Rattle and the Orchestra Academy perform Mahler’s “Das Lied von der Erde”","Karajan Academy | Sir Simon Rattle","1728-2","Gustav Mahler Das Lied von der Erde (67 min.)","Magdalena Kožená Mezzo-Soprano, Andrew Staples Tenor","01:07:16","https://world-vod.dchdns.net/hlss/dch/1728-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"EDUCATION","19 Jun 2011Family Concert","“The Gruffalo"" as a puppet show","Scharoun Ensemble Berlin | Michael Hasel","1734-1","The Gruffalo (in German), a story by Julia Donaldson and Axel Scheffler (45 min.)","Theater “Hans Wurst Nachfahren”","00:45:55","https://world-vod.dchdns.net/hlss/dch/1734-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Aug 2010Opening of the 2010/2011 season","Sir Simon Rattle conducts Mahler and Beethoven","Berliner Philharmoniker | Sir Simon Rattle","1735-1","Ludwig van Beethoven Symphony No. 4 in B flat major, op. 60 (37 min.)","","00:37:58","https://world-vod.dchdns.net/hlss/dch/1735-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Aug 2010Opening of the 2010/2011 season","Sir Simon Rattle conducts Mahler and Beethoven","Berliner Philharmoniker | Sir Simon Rattle","1735-2","Gustav Mahler Symphony No. 1 in D major (62 min.)","","01:02:49","https://world-vod.dchdns.net/hlss/dch/1735-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Aug 2010Opening of the 2010/2011 season","Sir Simon Rattle conducts Mahler and Beethoven","Berliner Philharmoniker | Sir Simon Rattle","1735-3","Interview Sir Simon Rattle introduces Beethoven’s Symphony No. 4 (8 min.)","","00:08:45","https://world-vod.dchdns.net/hlss/dch/1735-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Aug 2010Opening of the 2010/2011 season","Sir Simon Rattle conducts Mahler and Beethoven","Berliner Philharmoniker | Sir Simon Rattle","1735-4","Interview Sir Simon Rattle introduces Mahler’s Symphony No. 1 (10 min.)","","00:10:38","https://world-vod.dchdns.net/hlss/dch/1735-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","30 Oct 2010","Sir Simon Rattle conducts Mahler’s Symphony No. 2","Berliner Philharmoniker | Sir Simon Rattle","1736-1","Arnold Schoenberg A Survivor from Warsaw, op. 46 (9 min.)","Hanns Zischler Speaker, Rundfunkchor Berlin, Simon Halsey Chorus Master","00:09:28","https://world-vod.dchdns.net/hlss/dch/1736-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","30 Oct 2010","Sir Simon Rattle conducts Mahler’s Symphony No. 2","Berliner Philharmoniker | Sir Simon Rattle","1736-2","Gustav Mahler Symphony No. 2 in C minor “Resurrection” (97 min.)","Kate Royal Soprano, Magdalena Kožená Mezzo-Soprano, Rundfunkchor Berlin, Simon Halsey Chorus Master","01:37:32","https://world-vod.dchdns.net/hlss/dch/1736-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","30 Oct 2010","Sir Simon Rattle conducts Mahler’s Symphony No. 2","Berliner Philharmoniker | Sir Simon Rattle","1736-3","Interview Gustav Mahler’s Second Symphony: an introduction by Simon Halsey (13 min.)","","00:13:12","https://world-vod.dchdns.net/hlss/dch/1736-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"EDUCATION","17 Mar 2007Family Concert","Meet the Orchestra","Members of the Berliner Philharmoniker","1737-1","Meet the Orchestra: Works by Tielman Susato, Dmitri Shostakovich, Eckehard Kopetzki, Arie Malando, Claudio Monteverdi and Georges Bizet (21 min.)","","00:21:02","https://world-vod.dchdns.net/hlss/dch/1737-1/,h264_LOW_THREE,h264_LOW_TWO,h264_LOW_ONE,h264_MEDIUM_TWO,h264_MEDIUM_ONE,h264_HIGH,h264_VERY_HIGH_ONE,_en.mp4.urlset/master.m3u8"
"PERFORMANCE","26 Aug 2011Opening of the 2011/2012 season","Simon Rattle opens the 2011/12 season with Mahler’s Seventh Symphony","Berliner Philharmoniker | Sir Simon Rattle","2424-1","Gustav Mahler Symphony No. 7 (86 min.)","","01:26:16","https://world-vod.dchdns.net/hlss/dch/2424-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","26 Aug 2011Opening of the 2011/2012 season","Simon Rattle opens the 2011/12 season with Mahler’s Seventh Symphony","Berliner Philharmoniker | Sir Simon Rattle","2424-2","Interview The Berliner Philharmoniker: opening of the 2011/12 season (5 min.)","","00:05:02","https://world-vod.dchdns.net/hlss/dch/2424-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Sep 2011","Simon Rattle conducts Mahler’s “Symphony of a Thousand”","Berliner Philharmoniker | Sir Simon Rattle","2448-1","Antonio Lotti Crucifixus in C minor for chorus of eight voices (5 min.)","Rundfunkchor Berlin, Simon Halsey Chorus Master","00:05:06","https://world-vod.dchdns.net/hlss/dch/2448-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Sep 2011","Simon Rattle conducts Mahler’s “Symphony of a Thousand”","Berliner Philharmoniker | Sir Simon Rattle","2448-2","Thomas Tallis “Spem in alium”, 40-part motet (9 min.)","Rundfunkchor Berlin, Simon Halsey Chorus Master","00:09:09","https://world-vod.dchdns.net/hlss/dch/2448-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Sep 2011","Simon Rattle conducts Mahler’s “Symphony of a Thousand”","Berliner Philharmoniker | Sir Simon Rattle","2448-3","Gustav Mahler Symphony No. 8 “Symphony of a Thousand” (88 min.)","Erika Sunnegårdh Soprano, Susan Bullock Soprano, Anna Prohaska Soprano, Lilli Paasikivi Soprano, Nathalie Stutzmann Contralto, Johan Botha Tenor, David Wilson-Johnson Baritone, John Relyea Baritone, MDR Rundfunkchor , Howard Arman Chorus Master, Knaben des Staats- und Domchors Berlin, Rundfunkchor Berlin, Simon Halsey Chorus Master","01:28:56","https://world-vod.dchdns.net/hlss/dch/2448-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","18 Sep 2011","Simon Rattle conducts Mahler’s “Symphony of a Thousand”","Berliner Philharmoniker | Sir Simon Rattle","2448-4","Interview Sir Simon Rattle on Mahlers Symphony No. 8 (7 min.)","","00:07:08","https://world-vod.dchdns.net/hlss/dch/2448-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","24 Sep 2011","Semyon Bychkov conducts Berio and Walton","Berliner Philharmoniker | Semyon Bychkov","2451-1","Luciano Berio Rendering for orchestra (37 min.)","","00:37:48","https://world-vod.dchdns.net/hlss/dch/2451-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","24 Sep 2011","Semyon Bychkov conducts Berio and Walton","Berliner Philharmoniker | Semyon Bychkov","2451-2","Luciano Berio Sequenza VII for oboe (13 min.)","Albrecht Mayer Oboe","00:13:09","https://world-vod.dchdns.net/hlss/dch/2451-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","24 Sep 2011","Semyon Bychkov conducts Berio and Walton","Berliner Philharmoniker | Semyon Bychkov","2451-3","William Walton Symphony No. 1 in B flat Minor (53 min.)","","00:53:46","https://world-vod.dchdns.net/hlss/dch/2451-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","24 Sep 2011","Semyon Bychkov conducts Berio and Walton","Berliner Philharmoniker | Semyon Bychkov","2451-4","Interview Semyon Bychkov in conversation with Sarah Willis (24 min.)","","00:24:05","https://world-vod.dchdns.net/hlss/dch/2451-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","02 Oct 2011","Anniversary concert with Zubin Mehta and Mahler’s First Symphony","Berliner Philharmoniker | Zubin Mehta","2454-1","Gottfried von Einem Orchestermusik, op. 9 (16 min.)","","00:16:20","https://world-vod.dchdns.net/hlss/dch/2454-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
